"zone","state","lga","sector","ea","hhid","item_cd","item_seq","s5q2","s5q3","s5q4","tracked_obs"
3,18,1811,2,364,180090,306,3,1,2,100,0
3,18,1811,2,364,180090,318,1,1,1,75000,0
3,18,1811,2,364,180090,318,2,1,3,35000,0
3,18,1811,2,364,180090,320,1,1,1,8000,0
3,18,1811,2,364,180090,322,1,1,3,500,0
3,18,1811,2,364,180090,323,1,1,3,3850,0
3,18,1811,2,364,180090,326,1,1,6,200,0
3,18,1811,2,364,180090,327,1,1,1,9000,0
3,18,1811,2,364,180090,332,1,1,2,1500,0
3,18,1820,2,450,180091,301,1,98,4,14000,0
3,18,1820,2,450,180091,302,1,98,5,600,0
3,18,1820,2,450,180091,303,1,98,3,1000,0
3,18,1820,2,450,180091,304,1,1,7,10000,0
3,18,1820,2,450,180091,305,1,1,7,3000,0
3,18,1820,2,450,180091,306,1,98,3,800,0
3,18,1820,2,450,180091,306,2,98,1,400,0
3,18,1820,2,450,180091,318,1,1,2,40000,0
3,18,1820,2,450,180091,332,1,1,3,350,0
3,18,1820,2,450,180091,332,2,3,1,2000,0
3,18,1820,2,450,180092,302,1,1,2,1000,0
3,18,1820,2,450,180092,303,1,1,2,2000,0
3,18,1820,2,450,180092,304,1,1,2,10000,0
3,18,1820,2,450,180092,318,1,1,6,45000,0
3,18,1820,2,450,180092,322,1,1,1,900,0
3,18,1820,2,450,180092,326,1,1,1,200,0
3,18,1820,2,450,180092,332,1,1,1,4500,0
3,18,1820,2,450,180093,301,1,1,15,3000,0
3,18,1820,2,450,180093,304,1,4,3,9000,0
3,18,1820,2,450,180093,304,2,3,4,8000,0
3,18,1820,2,450,180093,304,3,2,5,9000,0
3,18,1820,2,450,180093,304,4,1,20,4000,0
3,18,1820,2,450,180093,304,5,5,6,6000,0
3,18,1820,2,450,180093,305,1,1,15,3000,0
3,18,1820,2,450,180093,305,2,3,12,4000,0
3,18,1820,2,450,180094,302,1,1,16,250,0
3,18,1820,2,450,180094,302,2,3,4,300,0
3,18,1820,2,450,180094,303,1,1,16,300,0
3,18,1820,2,450,180094,304,1,8,10,4000,0
3,18,1820,2,450,180094,304,2,1,20,2500,0
3,18,1820,2,450,180094,304,3,3,14,3500,0
3,18,1820,2,450,180094,304,4,3,10,4000,0
3,18,1820,2,450,180094,305,1,3,8,2500,0
3,18,1820,2,450,180094,305,2,1,8,2500,0
3,18,1820,2,450,180094,305,3,3,8,2500,0
3,18,1820,2,450,180094,306,1,11,2,250,0
3,18,1820,2,450,180094,306,2,3,5,250,0
3,18,1820,2,450,180094,318,1,3,3,28000,0
3,18,1820,2,450,180094,332,1,3,3,2000,0
3,18,1820,2,450,180095,301,1,1,10,5000,0
3,18,1820,2,450,180095,304,1,2,9,3000,0
3,18,1820,2,450,180095,304,2,1,8,5000,0
3,18,1820,2,450,180095,304,3,2,10,3000,0
3,18,1820,2,450,180095,305,1,3,10,8000,0
3,18,1820,2,450,180095,305,2,1,20,5000,0
3,18,1820,2,450,180095,323,1,1,15,7000,0
3,18,1820,2,450,180095,332,1,3,7,1000,0
3,18,1820,2,450,180096,301,1,1,18,5000,0
3,18,1820,2,450,180096,302,1,1,7,400,0
3,18,1820,2,450,180096,302,2,1,18,800,0
3,18,1820,2,450,180096,302,3,1,10,400,0
3,18,1820,2,450,180096,303,1,1,20,200,0
3,18,1820,2,450,180096,303,2,1,20,200,0
3,18,1820,2,450,180096,304,1,1,15,2600,0
3,18,1820,2,450,180096,304,2,1,15,1200,0
3,18,1820,2,450,180096,305,1,1,15,1000,0
3,18,1820,2,450,180096,305,2,1,15,1000,0
3,18,1820,2,450,180096,306,1,1,4,250,0
3,18,1820,2,450,180096,312,1,1,20,4000,0
3,18,1820,2,450,180096,326,1,1,12,300,0
3,18,1820,2,450,180096,327,1,1,15,4000,0
3,18,1820,2,450,180096,332,1,1,4,2000,0
3,18,1820,2,450,180096,332,2,2,2,1500,0
3,18,1820,2,450,180097,302,1,1,3,500,0
3,18,1820,2,450,180097,303,1,1,9,1000,0
3,18,1820,2,450,180097,304,1,1,9,500,0
3,18,1820,2,450,180097,304,2,1,9,1000,0
3,18,1820,2,450,180097,311,1,1,8,100,0
3,18,1820,2,450,180097,311,2,1,8,200,0
3,18,1820,2,450,180097,317,1,1,8,3000,0
3,18,1820,2,450,180097,318,1,1,5,20000,0
3,18,1820,2,450,180097,320,1,1,4,4000,0
3,18,1820,2,450,180097,321,1,1,5,1000,0
3,18,1820,2,450,180097,326,1,1,6,100,0
3,18,1820,2,450,180097,327,1,2,5,15000,0
3,18,1820,2,450,180097,329,1,2,5,2000,0
3,18,1820,2,450,180097,332,1,1,2,1000,0
3,18,1820,2,450,180098,303,1,1,10,2500,0
3,18,1820,2,450,180098,304,1,2,3,3000,0
3,18,1820,2,450,180098,304,2,1,4,5000,0
3,18,1820,2,450,180098,305,1,2,10,1500,0
3,18,1820,2,450,180098,305,2,1,12,2000,0
3,18,1820,2,450,180098,307,1,2,9,12000,0
3,18,1820,2,450,180098,311,1,2,9,500,0
3,18,1820,2,450,180098,317,1,1,15,1000,0
3,18,1820,2,450,180098,326,1,1,6,500,0
3,18,1820,2,450,180098,327,1,1,5,2000,0
3,18,1820,2,450,180098,332,1,2,2,1500,0
3,18,1820,2,450,180098,332,2,1,4,2000,0
3,18,1820,2,450,180099,301,1,1,5,4000,0
3,18,1820,2,450,180099,304,1,5,7,5000,0
3,18,1820,2,450,180099,304,2,3,10,3000,0
3,18,1820,2,450,180099,304,3,4,5,9000,0
3,18,1820,2,450,180099,304,4,11,7,4000,0
3,18,1820,2,450,180099,304,5,2,10,3300,0
3,18,1820,2,450,180099,304,6,10,7,6000,0
3,18,1820,2,450,180099,304,7,98,4,2600,0
3,18,1820,2,450,180099,304,8,98,4,4000,0
3,18,1820,2,450,180099,304,9,8,4,7000,0
3,18,1820,2,450,180099,305,1,2,7,5000,0
3,18,1820,2,450,180099,305,2,3,10,2700,0
3,18,1820,2,450,180099,305,3,1,10,3000,0
3,18,1820,2,450,180099,305,4,1,7,2700,0
3,18,1820,2,450,180099,307,1,2,0,8000,0
3,18,1820,2,450,180099,318,1,1,0,50000,0
3,18,1820,2,450,180099,323,1,1,10,10000,0
3,18,1820,2,450,180099,332,1,1,5,1500,0
3,18,1820,2,450,180100,302,1,1,6,700,0
3,18,1820,2,450,180100,302,2,1,4,500,0
3,18,1820,2,450,180100,303,1,1,10,600,0
3,18,1820,2,450,180100,304,1,1,30,500,0
3,18,1820,2,450,180100,305,1,1,30,800,0
3,18,1820,2,450,180100,306,1,1,5,200,0
3,18,1822,2,1654,180101,305,1,2,13,6000,0
3,18,1822,2,1654,180101,305,2,1,10,9000,0
3,18,1822,2,1654,180101,305,3,1,11,9000,0
3,18,1822,2,1654,180101,305,4,2,15,7000,0
3,18,1822,2,1654,180101,305,5,2,12,8000,0
3,18,1822,2,1654,180101,318,1,1,14,2000,0
3,18,1822,2,1654,180101,322,1,1,4,1300,0
3,18,1822,2,1654,180101,332,1,1,5,2000,0
3,18,1822,2,1654,180101,332,2,2,4,2500,0
3,18,1822,2,1654,180102,301,1,1,0,5000,0
3,18,1822,2,1654,180102,304,1,1,9,7000,0
3,18,1822,2,1654,180102,304,2,1,11,4000,0
3,18,1822,2,1654,180102,305,1,2,18,300,0
3,18,1822,2,1654,180102,306,1,2,2,300,0
3,18,1822,2,1654,180102,307,1,1,5,7000,0
3,18,1822,2,1654,180102,318,1,1,6,7000,0
3,18,1822,2,1654,180102,318,2,1,6,7000,0
3,18,1822,2,1654,180102,322,1,1,1,1000,0
3,18,1822,2,1654,180102,322,2,1,1,1000,0
3,18,1822,2,1654,180102,332,1,1,1,4000,0
3,18,1822,2,1654,180102,332,2,1,1,4000,0
3,18,1822,2,1654,180103,302,1,2,2,800,0
3,18,1822,2,1654,180103,302,2,2,2,800,0
3,18,1822,2,1654,180103,302,3,6,3,500,0
3,18,1822,2,1654,180103,302,4,4,2,500,0
3,18,1822,2,1654,180103,302,5,4,3,500,0
3,18,1822,2,1654,180103,304,1,4,2,5000,0
3,18,1822,2,1654,180103,304,2,7,3,5000,0
3,18,1822,2,1654,180103,304,3,2,5,4000,0
3,18,1822,2,1654,180103,304,4,1,5,4000,0
3,18,1822,2,1654,180103,305,1,2,4,2500,0
3,18,1822,2,1654,180103,305,2,1,4,3000,0
3,18,1822,2,1654,180103,311,1,2,0,250,0
3,18,1822,2,1654,180103,311,2,7,0,300,0
3,18,1822,2,1654,180103,320,1,1,1,6000,0
3,18,1822,2,1654,180103,322,1,1,0,400,0
3,18,1822,2,1654,180103,322,2,4,0,3000,0
3,18,1822,2,1654,180103,322,3,7,0,400,0
3,18,1822,2,1654,180103,326,1,8,6,350,0
3,18,1822,2,1654,180103,327,1,4,1,8000,0
3,18,1822,2,1654,180103,327,2,7,0,10000,0
3,18,1822,2,1654,180103,327,3,1,2,7000,0
3,18,1822,2,1654,180103,328,1,4,1,4000,0
3,18,1822,2,1654,180103,328,2,1,2,3500,0
3,18,1822,2,1654,180103,328,3,4,0,4000,0
3,18,1822,2,1654,180103,332,1,1,0,1200,0
3,18,1822,2,1654,180103,332,2,4,5,1500,0
3,18,1822,2,1654,180103,332,3,4,0,2500,0
3,18,1822,2,1654,180103,332,4,8,0,1000,0
3,18,1822,2,1654,180104,302,1,1,7,20000,0
3,18,1822,2,1654,180104,303,1,1,7,4000,0
3,18,1822,2,1654,180104,303,2,1,3,1500,0
3,18,1822,2,1654,180104,304,1,1,1,6000,0
3,18,1822,2,1654,180104,304,2,2,16,8000,0
3,18,1822,2,1654,180104,304,3,1,2,18000,0
3,18,1822,2,1654,180104,305,1,1,8,1000,0
3,18,1822,2,1654,180104,305,2,2,16,2500,0
3,18,1822,2,1654,180104,305,3,1,2,7000,0
3,18,1822,2,1654,180104,306,1,1,3,600,0
3,18,1822,2,1654,180104,311,1,1,4,600,0
3,18,1822,2,1654,180104,317,1,1,16,500,0
3,18,1822,2,1654,180104,318,1,1,2,35000,0
3,18,1822,2,1654,180104,322,1,1,2,1000,0
3,18,1822,2,1654,180104,323,1,1,2,3000,0
3,18,1822,2,1654,180104,326,1,98,2,1000,0
3,18,1822,2,1654,180104,327,1,98,1,5000,0
3,18,1822,2,1654,180104,329,1,98,1,2000,0
3,18,1822,2,1654,180104,332,1,1,1,3000,0
3,18,1822,2,1654,180104,332,2,1,5,1800,0
3,18,1822,2,1654,180104,332,3,2,2,1500,0
3,18,1822,2,1654,180104,334,1,1,1,8000,0
3,18,1822,2,1654,180104,334,2,1,5,7000,0
3,18,1822,2,1654,180104,334,3,1,10,10000,0
3,18,1822,2,1654,180105,301,1,98,6,20000,0
3,18,1822,2,1654,180105,302,1,98,1,800,0
3,18,1822,2,1654,180105,302,2,98,4,500,0
3,18,1822,2,1654,180105,303,1,1,4,5000,0
3,18,1822,2,1654,180105,303,2,1,11,300,0
3,18,1822,2,1654,180105,304,1,98,4,5000,0
3,18,1822,2,1654,180105,304,2,8,9,20000,0
3,18,1822,2,1654,180105,304,3,1,3,19000,0
3,18,1822,2,1654,180105,304,4,98,7,4000,0
3,18,1822,2,1654,180105,304,5,2,6,15000,0
3,18,1822,2,1654,180105,304,6,2,11,3000,0
3,18,1822,2,1654,180105,306,1,98,3,150,0
3,18,1822,2,1654,180105,306,2,98,2,300,0
3,18,1822,2,1654,180105,306,3,98,1,800,0
3,18,1822,2,1654,180105,311,1,1,6,300,0
3,18,1822,2,1654,180105,311,2,1,4,700,0
3,18,1822,2,1654,180105,318,1,1,8,30000,0
3,18,1822,2,1654,180105,318,2,1,1,70000,0
3,18,1822,2,1654,180105,320,1,98,9,7000,0
3,18,1822,2,1654,180105,322,1,1,3,600,0
3,18,1822,2,1654,180105,323,1,1,6,1300,0
3,18,1822,2,1654,180105,326,1,1,14,500,0
3,18,1822,2,1654,180105,326,2,1,33,500,0
3,18,1822,2,1654,180105,327,1,98,14,3000,0
3,18,1822,2,1654,180105,329,1,98,1,2500,0
3,18,1822,2,1654,180105,332,1,1,3,6000,0
3,18,1822,2,1654,180105,332,2,8,3,3500,0
3,18,1822,2,1654,180106,304,1,6,2,6000,0
3,18,1822,2,1654,180106,304,2,2,10,2000,0
3,18,1822,2,1654,180106,304,3,1,10,1000,0
3,18,1822,2,1654,180106,304,4,3,8,2000,0
3,18,1822,2,1654,180106,304,5,4,4,3500,0
3,18,1822,2,1654,180106,305,1,2,10,800,0
3,18,1822,2,1654,180106,305,2,1,10,800,0
3,18,1822,2,1654,180106,305,3,6,2,1400,0
3,18,1822,2,1654,180106,305,4,3,8,1800,0
3,18,1822,2,1654,180106,306,1,2,3,80,0
3,18,1822,2,1654,180106,306,2,5,2,50,0
3,18,1822,2,1654,180106,306,3,4,2,120,0
3,18,1822,2,1654,180106,306,4,1,1,80,0
3,18,1822,2,1654,180106,311,1,6,7,200,0
3,18,1822,2,1654,180106,322,1,6,2,300,0
3,18,1822,2,1654,180106,326,1,6,4,250,0
3,18,1822,2,1654,180106,332,1,6,1,1500,0
3,18,1817,2,0,180107,302,1,1,3,2000,1
3,18,1817,2,0,180107,304,1,1,5,6000,1
3,18,1817,2,0,180107,304,2,1,1,4000,1
3,18,1817,2,0,180107,304,3,2,2,3000,1
3,18,1817,2,0,180107,311,1,2,4,1500,1
3,18,1817,2,0,180107,322,1,1,4,500,1
3,18,1817,2,0,180107,332,1,3,2,4000,1
3,18,1817,2,0,180107,332,2,4,2,2000,1
3,18,1822,2,1654,180108,304,1,1,10,1300,0
3,18,1822,2,1654,180108,304,2,1,10,1700,0
3,18,1822,2,1654,180108,305,1,1,10,2000,0
3,18,1822,2,1654,180108,306,1,1,2,600,0
3,18,1822,2,1654,180108,306,2,1,2,400,0
3,18,1822,2,1654,180108,306,3,1,5,900,0
3,18,1822,2,1654,180108,306,4,1,5,800,0
3,18,1822,2,1654,180108,322,1,1,7,500,0
3,18,1822,2,1654,180108,332,1,1,4,200,0
3,18,1822,2,1654,180109,301,1,2,5,7000,0
3,18,1822,2,1654,180109,302,1,1,5,100,0
3,18,1822,2,1654,180109,302,2,1,5,1000,0
3,18,1822,2,1654,180109,302,3,1,5,1000,0
3,18,1822,2,1654,180109,303,1,2,4,1000,0
3,18,1822,2,1654,180109,303,2,2,4,500,0
3,18,1822,2,1654,180109,303,3,2,4,2000,0
3,18,1822,2,1654,180109,304,1,2,5,2000,0
3,18,1822,2,1654,180109,304,2,8,6,3000,0
3,18,1822,2,1654,180109,304,3,8,6,3000,0
3,18,1822,2,1654,180109,304,4,2,6,3500,0
3,18,1822,2,1654,180109,304,5,2,5,1000,0
3,18,1822,2,1654,180109,305,1,8,5,1000,0
3,18,1822,2,1654,180109,305,2,2,5,4000,0
3,18,1822,2,1654,180109,305,3,2,5,2000,0
3,18,1822,2,1654,180109,305,4,2,5,2000,0
3,18,1822,2,1654,180109,305,5,8,5,3000,0
3,18,1822,2,1654,180109,306,1,1,3,200,0
3,18,1822,2,1654,180109,306,2,1,2,200,0
3,18,1822,2,1654,180109,306,3,1,3,200,0
3,18,1822,2,1654,180109,306,4,1,2,300,0
3,18,1822,2,1654,180109,318,1,1,5,28000,0
3,18,1822,2,1654,180109,322,1,1,4,500,0
3,18,1822,2,1654,180109,322,2,2,5,2000,0
3,18,1822,2,1654,180109,326,1,1,5,1000,0
3,18,1822,2,1654,180109,327,1,1,4,8500,0
3,18,1822,2,1654,180109,332,1,2,2,2000,0
3,18,1822,2,1654,180109,332,2,8,1,2500,0
3,18,1822,2,1654,180109,332,3,1,4,1500,0
3,18,1817,2,0,180110,303,1,2,10,1000,1
3,18,1817,2,0,180110,304,1,2,10,6000,1
3,18,1817,2,0,180110,304,2,2,5,2500,1
3,18,1817,2,0,180110,304,3,1,5,4000,1
3,18,1817,2,0,180110,305,1,2,10,4500,1
3,18,1817,2,0,180110,305,2,3,5,2500,1
3,18,1817,2,0,180110,305,3,1,5,2000,1
3,18,1817,2,0,180110,306,1,1,5,600,1
3,18,1817,2,0,180110,307,1,2,3,10000,1
3,18,1817,2,0,180110,310,1,2,10,500,1
3,18,1817,2,0,180110,310,2,2,10,1000,1
3,18,1817,2,0,180110,318,1,1,7,15000,1
3,18,1817,2,0,180110,321,1,1,6,1500,1
3,18,1817,2,0,180110,322,1,1,5,3000,1
3,18,1817,2,0,180110,326,1,1,5,1500,1
3,18,1817,2,0,180110,334,1,1,4,5000,1
3,18,1814,2,678,180111,306,1,98,3,1000,0
3,18,1814,2,678,180111,306,2,1,2,400,0
3,18,1814,2,678,180111,317,1,1,8,4000,0
3,18,1814,2,678,180111,318,1,4,3,35000,0
3,18,1814,2,678,180111,318,2,1,4,25000,0
3,18,1814,2,678,180111,322,1,1,2,600,0
3,18,1814,2,678,180111,332,1,3,2,2500,0
3,18,1814,2,678,180111,332,2,5,2,2000,0
3,18,1814,2,678,180112,304,1,1,2,3000,0
3,18,1814,2,678,180112,305,1,1,3,500,0
3,18,1814,2,678,180112,306,1,4,4,300,0
3,18,1814,2,678,180112,306,2,3,4,300,0
3,18,1814,2,678,180112,306,3,2,3,400,0
3,18,1814,2,678,180112,322,1,1,0,500,0
3,18,1814,2,678,180113,304,1,1,8,100,0
3,18,1814,2,678,180113,306,1,1,8,150,0
3,18,1814,2,678,180113,322,1,1,2,150,0
3,18,1814,2,678,180117,306,1,2,1,200,0
3,18,1814,2,678,180117,306,2,2,5,150,0
3,18,1814,2,678,180117,306,3,2,0,150,0
3,18,1814,2,678,180117,306,4,2,2,150,0
3,18,1814,2,678,180117,306,5,1,2,150,0
3,18,1814,2,678,180117,306,6,1,5,100,0
3,18,1814,2,678,180117,318,1,1,4,37000,0
3,18,1814,2,678,180117,322,1,1,2,300,0
3,18,1814,2,678,180117,332,1,1,3,1500,0
2,5,517,2,0,180118,304,1,2,2,600,1
2,5,517,2,0,180118,305,1,2,10,1200,1
2,5,517,2,0,180118,306,1,2,3,400,1
2,5,517,2,0,180118,306,2,2,2,100,1
2,5,517,2,0,180118,322,1,1,2,550,1
2,5,517,2,0,180118,332,1,1,1,3000,1
2,5,517,2,0,180119,304,1,2,3,300,1
2,5,517,2,0,180119,305,1,2,3,24000,1
2,5,517,2,0,180119,306,1,2,3,100,1
2,5,517,2,0,180119,306,2,2,3,100,1
2,5,517,2,0,180119,306,3,2,3,100,1
2,5,517,2,0,180119,306,4,2,3,100,1
2,5,517,2,0,180119,306,5,2,3,100,1
2,5,517,2,0,180120,304,1,2,6,2000,1
2,5,517,2,0,180120,305,1,2,6,1500,1
2,5,517,2,0,180120,306,1,1,2,400,1
2,5,517,2,0,180120,332,1,2,1,3500,1
3,19,1925,2,3394,190001,302,1,2,14,3000,0
3,19,1925,2,3394,190001,304,1,2,14,8000,0
3,19,1925,2,3394,190001,305,1,2,14,5000,0
3,19,1925,2,3394,190001,306,1,2,2,500,0
3,19,1925,2,3394,190001,311,1,2,14,800,0
3,19,1925,2,3394,190001,322,1,2,0,200,0
3,19,1925,2,3394,190001,332,1,1,0,3000,0
3,19,1925,2,3394,190003,304,1,2,4,10000,0
3,19,1925,2,3394,190003,305,1,2,4,15000,0
3,19,1925,2,3394,190003,306,1,2,4,1000,0
3,19,1925,2,3394,190003,320,1,1,1,12000,0
3,19,1925,2,3394,190003,321,1,1,1,4000,0
3,19,1925,2,3394,190003,322,1,1,1,800,0
3,19,1925,2,3394,190003,332,1,1,2,10000,0
3,19,1925,2,3394,190005,304,1,1,5,5000,0
3,19,1925,2,3394,190005,305,1,1,4,4000,0
3,19,1925,2,3394,190005,306,1,1,3,300,0
3,19,1925,2,3394,190005,322,1,1,2,300,0
3,19,1925,2,3394,190006,301,1,1,3,2000,0
3,19,1925,2,3394,190006,304,1,2,10,7000,0
3,19,1925,2,3394,190006,305,1,2,10,5000,0
3,19,1925,2,3394,190006,306,1,2,2,200,0
3,19,1925,2,3394,190006,311,1,2,10,500,0
3,19,1925,2,3394,190006,317,1,1,10,3000,0
3,19,1925,2,3394,190006,322,1,1,0,100,0
3,19,1925,2,3394,190006,332,1,1,3,500,0
3,19,1925,2,3394,190007,301,1,1,3,12000,0
3,19,1925,2,3394,190007,304,1,1,3,7000,0
3,19,1925,2,3394,190007,305,1,1,4,8000,0
3,19,1925,2,3394,190007,306,1,2,2,6000,0
3,19,1925,2,3394,190007,321,1,1,2,1200,0
3,19,1925,2,3394,190007,322,1,1,0,1200,0
3,19,1925,2,3394,190007,326,1,1,4,500,0
3,19,1925,2,3394,190007,327,1,1,2,8000,0
3,19,1925,2,3394,190007,329,1,1,2,3000,0
3,19,1925,2,3394,190007,332,1,1,3,4000,0
3,19,1925,2,3394,190008,304,1,2,6,1000,0
3,19,1925,2,3394,190008,305,1,2,6,8000,0
3,19,1925,2,3394,190008,306,1,2,6,1000,0
3,19,1925,2,3394,190008,320,1,1,2,10000,0
3,19,1925,2,3394,190008,321,1,1,4,4000,0
3,19,1925,2,3394,190008,322,1,1,2,200,0
3,19,1925,2,3394,190009,301,1,1,0,60000,0
3,19,1925,2,3394,190009,303,1,1,2,1000,0
3,19,1925,2,3394,190009,304,1,8,3,6000,0
3,19,1925,2,3394,190009,304,2,5,3,6000,0
3,19,1925,2,3394,190009,304,3,3,2,10000,0
3,19,1925,2,3394,190009,304,4,2,2,15000,0
3,19,1925,2,3394,190009,304,5,10,2,13000,0
3,19,1925,2,3394,190009,305,1,2,2,50000,0
3,19,1925,2,3394,190009,306,1,1,2,6000,0
3,19,1925,2,3394,190009,309,1,2,6,1500,0
3,19,1925,2,3394,190009,311,1,2,1,800,0
3,19,1925,2,3394,190009,312,1,2,8,3000,0
3,19,1925,2,3394,190009,320,1,1,0,13000,0
3,19,1925,2,3394,190009,322,1,1,0,800,0
3,19,1925,2,3394,190009,323,1,1,6,4000,0
3,19,1925,2,3394,190009,326,1,1,6,400,0
3,19,1925,2,3394,190009,327,1,1,2,14000,0
3,19,1925,2,3394,190009,329,1,1,3,3000,0
3,19,1925,2,3394,190009,330,1,1,0,9000,0
3,19,1925,2,3394,190009,332,1,1,0,2000,0
3,19,1925,2,3394,190010,301,1,1,3,17000,0
3,19,1925,2,3394,190010,304,1,1,4,12000,0
3,19,1925,2,3394,190010,304,2,1,4,12000,0
3,19,1925,2,3394,190010,304,3,1,4,12000,0
3,19,1925,2,3394,190010,305,1,1,5,8000,0
3,19,1925,2,3394,190010,305,2,1,5,8000,0
3,19,1925,2,3394,190010,305,3,1,5,8000,0
3,19,1925,2,3394,190010,306,1,1,2,700,0
3,19,1925,2,3394,190010,311,1,9,3,600,0
3,19,1925,2,3394,190010,311,2,2,3,600,0
3,19,1925,2,3394,190010,312,1,1,4,12000,0
3,19,1925,2,3394,190010,317,1,7,5,6000,0
3,19,1925,2,3394,190010,318,1,3,3,7000,0
3,19,1925,2,3394,190010,319,1,1,2,250000,0
3,19,1925,2,3394,190010,320,1,1,5,3600,0
3,19,1925,2,3394,190010,321,1,1,2,7000,0
3,19,1925,2,3394,190010,322,1,2,2,600,0
3,19,1925,2,3394,190010,326,1,9,2,700,0
3,19,1925,2,3394,190010,327,1,1,5,18000,0
3,19,1925,2,3394,190010,329,1,1,2,3000,0
3,19,1925,2,3394,190010,330,1,1,2,8000,0
3,19,1925,2,3394,190010,332,1,1,3,12000,0
3,19,1925,2,3394,190010,332,2,1,3,12000,0
3,19,1921,1,842,190011,304,1,1,10,5000,0
3,19,1921,1,842,190011,305,1,1,10,4000,0
3,19,1921,1,842,190011,306,1,1,10,5000,0
3,19,1921,1,842,190011,318,1,2,0,40000,0
3,19,1921,1,842,190011,320,1,1,0,8000,0
3,19,1921,1,842,190011,321,1,1,10,1000,0
3,19,1921,1,842,190011,322,1,1,0,200,0
3,19,1921,1,842,190011,332,1,2,0,4000,0
3,19,1921,1,842,190011,332,2,1,0,2000,0
3,19,1921,1,842,190012,302,1,2,1,30000,0
3,19,1921,1,842,190012,304,1,2,1,7000,0
3,19,1921,1,842,190012,304,2,3,1,5000,0
3,19,1921,1,842,190012,304,3,2,1,15000,0
3,19,1921,1,842,190012,305,1,2,1,20000,0
3,19,1921,1,842,190012,306,1,2,1,2000,0
3,19,1921,1,842,190012,306,2,2,1,600,0
3,19,1921,1,842,190012,311,1,2,1,800,0
3,19,1921,1,842,190012,318,1,1,1,40000,0
3,19,1921,1,842,190012,321,1,1,1,2500,0
3,19,1921,1,842,190012,321,2,1,1,2000,0
3,19,1921,1,842,190012,322,1,3,1,200,0
3,19,1921,1,842,190012,323,1,3,1,4000,0
3,19,1921,1,842,190012,326,1,3,1,1000,0
3,19,1921,1,842,190012,327,1,1,1,15000,0
3,19,1921,1,842,190012,327,2,1,1,7000,0
3,19,1921,1,842,190012,329,1,1,1,3000,0
3,19,1921,1,842,190012,332,1,5,0,2000,0
3,19,1921,1,842,190012,332,2,3,1,3000,0
3,19,1921,1,842,190012,332,3,1,1,4000,0
3,19,1921,1,842,190012,332,4,6,0,7000,0
3,19,1921,1,842,190013,304,1,2,0,20000,0
3,19,1921,1,842,190013,304,2,2,0,15000,0
3,19,1921,1,842,190013,305,1,2,0,15000,0
3,19,1921,1,842,190013,306,1,2,0,1000,0
3,19,1921,1,842,190013,311,1,2,0,800,0
3,19,1921,1,842,190013,318,1,6,1,35000,0
3,19,1921,1,842,190013,322,1,5,1,500,0
3,19,1921,1,842,190013,326,1,1,0,1200,0
3,19,1921,1,842,190013,332,1,5,0,4000,0
3,19,1921,1,842,190013,332,2,6,0,5000,0
3,19,1921,1,842,190014,301,1,4,2,50000,0
3,19,1921,1,842,190014,304,1,98,10,8000,0
3,19,1921,1,842,190014,305,1,98,10,15000,0
3,19,1921,1,842,190014,306,1,98,2,500,0
3,19,1921,1,842,190014,307,1,3,13,10000,0
3,19,1921,1,842,190014,311,1,98,1,15000,0
3,19,1921,1,842,190014,312,1,4,0,42000,0
3,19,1921,1,842,190014,313,1,3,0,40000,0
3,19,1921,1,842,190014,319,1,1,1,750000,0
3,19,1921,1,842,190014,320,1,1,2,20000,0
3,19,1921,1,842,190014,321,1,1,13,4000,0
3,19,1921,1,842,190014,322,1,98,1,2000,0
3,19,1921,1,842,190014,326,1,1,0,4000,0
3,19,1921,1,842,190014,327,1,98,10,10000,0
3,19,1921,1,842,190014,329,1,98,5,1000,0
3,19,1921,1,842,190014,330,1,1,2,3000,0
3,19,1921,1,842,190014,332,1,1,2,4000,0
3,19,1921,1,842,190014,332,2,1,1,5000,0
3,19,1921,1,842,190014,332,3,1,3,15000,0
3,19,1921,1,842,190014,332,4,98,2,4000,0
3,19,1921,1,842,190015,301,1,1,15,25000,0
3,19,1921,1,842,190015,304,1,2,1,15000,0
3,19,1921,1,842,190015,305,1,2,1,35000,0
3,19,1921,1,842,190015,306,1,2,1,500,0
3,19,1921,1,842,190015,311,1,2,1,700,0
3,19,1921,1,842,190015,319,1,1,15,250000,0
3,19,1921,1,842,190015,320,1,1,2,20000,0
3,19,1921,1,842,190015,321,1,1,0,1000,0
3,19,1921,1,842,190015,326,1,1,0,1500,0
3,19,1921,1,842,190015,327,1,1,0,8000,0
3,19,1921,1,842,190015,329,1,1,0,2000,0
3,19,1921,1,842,190015,332,1,1,1,2000,0
3,19,1921,1,842,190016,301,1,1,15,35000,0
3,19,1921,1,842,190016,303,1,1,15,3000,0
3,19,1921,1,842,190016,304,1,2,2,6000,0
3,19,1921,1,842,190016,305,1,2,2,300,0
3,19,1921,1,842,190016,306,1,2,2,15000,0
3,19,1921,1,842,190016,311,1,2,2,700,0
3,19,1921,1,842,190016,321,1,1,2,1500,0
3,19,1921,1,842,190016,322,1,1,2,2500,0
3,19,1921,1,842,190016,323,1,1,1,400,0
3,19,1921,1,842,190016,326,1,1,1,2000,0
3,19,1921,1,842,190016,327,1,1,1,9000,0
3,19,1921,1,842,190016,329,1,1,1,2500,0
